Rank,Bib,LastName,FirstName,Team,Nationality,Category,PositionInCategory,PositionInGenre,OfficialTime,Delay
769,743,c700595e8ba2d295f970445762f2fcdca0e98c868bdbbaf35d961a5b,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,7720433cb53563b4e8d36af9331f645274aba381e9b0fcb81e34b569,ita,SM45,167,702,3:51:22,+1:27:22
770,477,a8b4796b55cb2112ce888344790617d1d5974e37ffa336279217d0ad,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,161,703,3:51:23,+1:27:23
771,712,30af3c4bbdb569d683a9bc090d14741675a9da7735876389ef4c42b5,f6fb7db8dbbbe31d5d1151134f15e6fd8a9588323235748512b22700,631ca7fbc2a9953af34380c6163234fd6128dd8760017147ecde93e5,ita,SM55,34,704,3:51:29,+1:27:29
772,839,1219924e8e4ffc84fad26027428adb09a374845cd8a7dbbe639fdb53,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,122,705,3:51:32,+1:27:32
773,605,165dd037cbead18e23b6398cc7f534e9c6aa6add87a44a240219c958,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,9abf4da10cc4c307d05248df91e51cc037949f1fdf6d396b8e791806,ita,SM45,168,706,3:51:36,+1:27:36
774,916,453a534fe5ee0c125074dca99e407947d0889a9463d400ae94f31bb5,ac32ae589137a4d6fcd615fcb08ff0223bdce4c493b0ca91c53bf943,8664c325e1cdbc13f6e3df358ee2541c05956c5fc5bc1ebde739ba51,arg,SM,89,707,3:51:52,+1:27:52
775,473,caf68effabbef3243f7f1cd3a8b68bfa851bc7c466bbb16c1d6a5e3e,34e0fc6eb5ae0a1846ea2d586ec9f937ebf3ff82b150dfdb1be90d98,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM35,123,708,3:51:58,+1:27:58
776,1034,351d9ec90bdea36ac6111f17d9e2382a273f0839526e625b915856de,dfc2dd62cdca6c6f2e0b30ece60dca0103fb0c786e19028782216d42,df6c0d529e18f6cae4cabcec5f962edd2b0d7d54a1a82f2977f82c78,ita,SF40,17,68,3:52:05,+1:28:05
777,1659,da3b07cb3b9eb5c883657264dd6aeec32d2dd233e9cb00e342cde977,f69e29febf11003a6052d3a7e3c7158e7d90c083af23ce75df2c7300,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,slo,SM50,114,709,3:52:10,+1:28:10
778,482,7e7415f7e2b97690486c3e43952c1cd453089d33338c25faf3d53253,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,1543c7461ee2665f91b3047f8bd7a86086ff9ff826eaed6c66257942,ita,SM35,124,710,3:52:12,+1:28:12
779,1525,ada878fed0b2ad4a4405abd9c52de79d32d9ccddeb954a648146c714,b49479490529a4660f0d73924ff7b3f47da834690723c8521fc0b33f,a16728383584054c3a9e358000b498bacf74cbab27ef70e9d35e00e5,ita,SM50,115,711,3:52:14,+1:28:14
780,891,ae39d393f05446e58f580a35c63bcb7e922e7d9eb0e2ba36d3617c56,caeebf3649dd2c2a5d479bdd47a3d9d067c97df42ffa00bae89dd124,d6485a3f9b79359b8de203c3467e64e9a3490a619fafa792152eeda0,ita,SM40,162,712,3:52:15,+1:28:15
781,1545,95a53efdb32256a715dcd8a6fa6961b8b99bfe0ddf59defd63b6e486,f3f0720f28b3945ff63e98b6ae5d218d949fff0d70c73f6929110bb5,05da39ce000ce3fda46a629f478d538e553d7a497935455bcc0d0468,ita,SM50,116,713,3:52:29,+1:28:29
782,1630,1299c822d1107e560a867c1d1fdf6d74f78ea900892854f1e0968e72,737ecb43c3af8fcccb82076af60664ce26b7580bb5af11fa2bcff22f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,aut,SM55,35,714,3:52:34,+1:28:34
783,671,2e47c5f461c302e6a41ed3941df16040fa20bcd9f6836e890dee30ef,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,ff0072dfe2dde4231ca9e9df1e547ae56ca587f646a7fd329b5590cb,ita,SM40,163,715,3:52:38,+1:28:38
784,644,621e637e5ca6352df7fd820472a67fba959c03945c30a129133195cd,311bf45a32a1d141b0329f7215fef8fd1a352210a8ae17c9fdefb39f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM50,117,716,3:52:44,+1:28:44
785,1287,e40b62f64d7ce83d63f04ed2b07cdc5843fd154836d9794cb230e817,df15d3803b470abb657ef19d18381d98c02e2d3b3cd7f5d2a7d9a79f,f9a10dad6e474a11258fc0e2871c334bcd164262e1778c9ddd146f34,ita,SM35,125,717,3:52:48,+1:28:48
786,829,c078d861b0866135c07d3eb961ff1588728688127fa5fcca24b4acc5,546d42102ad2aead2153f17266fc67490aed4c2519054d4747bf6bc3,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM35,126,718,3:52:49,+1:28:49
787,860,32c563b05d571bc829eb22b8c71320c4edd13ec51478a45989d68dad,9cd617b13e06edd2e30b476c634f6e7d7e9ff6a2df458eb6a66844eb,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM,90,719,3:52:49,+1:28:49
788,271,c3df89370263bf2877930598429a92e44cd07a9a895f670c78f65f9f,f424e03345dfa3a6c2921f33d6e77c3b982459c387cb3b801d49767e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM35,127,720,3:52:49,+1:28:49
789,405,8caba366028907bf59790a698be11c3b6c2314e756b8a742b524c2d8,4e4c604ca984d30c02e4de1e4a9b0227a72666bd45fdd9fdcf7e44da,862f8a2cc7029e39f268c96efcf6102a2618105f934826981ff0594e,ita,SM45,169,721,3:52:51,+1:28:51
790,830,bc41297e8ca2723455d0edc29f2ee5edd9da3c5d462d98e2025413ce,d67ace9e675266d181e6bb6ef5e9752931621cddaa4e0968d5e8b1a4,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,PM,4,722,3:52:52,+1:28:52
791,1510,453a534fe5ee0c125074dca99e407947d0889a9463d400ae94f31bb5,3f8cd2f562d65398f09554de3a0abd589ddd6f047ed7283eaa0b4eb2,19a044d3bb50c33b29681ff620dbed4110dbc72f422b74ebde295519,ita,SM35,128,723,3:52:52,+1:28:52
792,793,d8b32f18d3cb008b020787be1e956980b72c245c8ac0f77085cb2791,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM50,118,724,3:53:10,+1:29:10
793,764,2d74133cb5ffde570019a2e8e524a5e36c9db014e5c5a17f4f6fb271,ba06f5a359f1844eabde67a01723a3d220909e35aaa8ce52e6865484,6e2f8201505e7644820a9ca177b7ed65a346719f5c4087e325448ba4,ita,SM,91,725,3:53:12,+1:29:12
794,946,158d7e64ce584e1f97f62ec2ecd1a9be306f6dd944deac5b61759801,bac8dbefde5152be6a89c81909fad6a00662851693923ca20dc1d73c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,irl,SM,92,726,3:53:21,+1:29:21
795,1227,2624a1066bc646134258c864a81a06cef285fe8be52a5ff657fa2fb9,4586f66be35ff53afeb5dcb4442f32be3b5646a353126079d47f3e32,c0a8399d236e41c8422e5d9f4dfed0a87ce2737d85c2c034e3749b54,ita,SF45,15,69,3:53:23,+1:29:23
796,584,8bb7db33ec755348eefe9d2bc613e5df99d0ffbd700f5ac0e26957f0,5154d5696cbc4f64ae4a711458bbc3bd870178dc98543d15cf6fe5b5,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM45,170,727,3:53:24,+1:29:24
797,673,0704a9895a3b905a7c417c920b4c8862ec7255684500a4e17b7ef60f,9a1265b0f638d6c85208b5d9233775a7226c74e039edc1ffd7b529cc,98b89d82f4509030bdebe38269d13a6bbd754079cd5bad1040b8cc37,ita,SM50,119,728,3:53:30,+1:29:30
798,301,325270009ab949beac0602812ae2fd05da2d31498a0f2d5dce146ec1,fef6e4d20c53e549f4e51936f5c2521c6a3e629bdaacd3bafd07feaf,0cd67e5e98a6c3950f131ff6f2e759eac9ab522860c8f1578f91a812,ita,SM50,120,729,3:53:45,+1:29:45
799,1065,fba7ff96bfc63f133d74aea2fb8f69e8a09dd0f485aad99d1fad5986,4cf2332d3b1c03c2c81521d9654c4a3fd0dcd2de4190a5836e536038,5b6f436e53d9c26a27e79a75857030f6318df674ea53eeb6f2cd1241,ita,SF55,4,70,3:53:46,+1:29:46
800,780,b69465eb8cf6d221dc71b038a512e8c23856e37f4790e9c446df43be,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,53735795e28140cd35b15c7dc3ffc21e6f91cfa0db89ef834ca72c21,ita,SM55,36,730,3:54:00,+1:30:00
801,661,fd0024e59acdb9760aa248b98a4a551f3a539459951cb7ef4975907c,960ff6c5acc21b4d1f1a099780d4794bea8695958bef5b65322b8aa6,e4a84e25cb266fe82abe401b3c6a56f9780732166ecf28c7f0b4c346,ita,SM40,164,731,3:54:12,+1:30:12
802,1068,f39917064159381ef0f53d0f00bfc038c146d9f0e8b275be7fc0ff57,91e68867a7aab7971fcc98b930e0e478339bec312596fc0e2a066454,81952e607a0518b5d5994b76bfc090ef2ece6f116be18cea92619256,ita,SF45,16,71,3:54:15,+1:30:15
803,1082,78b9a113dbce2d4aa73cd3ec7d2d4d3c2a450993587347202ccfbc70,73e48c10d87725ad5af97166c5ba6343ff3e79aa2b7f1b5c2f594f1d,d128f4db5570b405c58e6272bb9c5b5f3b1cae7c50eac88a57f1bc66,ita,SF55,5,72,3:54:17,+1:30:17
804,638,62b4e0e78e0bf70082ff1ff8d810243b8e20cede457a43aadf76d9cb,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,c815a9b527ded84c6cf7e3d553df888b0cdadbde5f8b9c6a936c1d79,ita,SM50,121,732,3:54:19,+1:30:20
805,1528,11fc6506640bfaf7b5c6c77f3577433c2bdacc4a23a6768509a1ed3e,2a031971c16d799407ee46ef1072e589ae40f9fb3ae7aa652dbe7029,94be748ccaaf0daec6d600730845512e76230cc0ab94bf6147faf287,ita,SM45,171,733,3:54:21,+1:30:22
806,659,99d16d37e6ddaa76795bbac860c862eb6beb393580ab13e64b3c6ba0,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,8a344572fee708aa7b2e5d487932ecdbd2cc4912b8d8682b5f1a3ade,ita,SM65,5,734,3:54:27,+1:30:27
807,606,be389bf9689c5662782c43adbc4c5f5000e0d18ac3577f5c561a790c,45252f011733bd806b465554dbd7796d4dff2bca8250be28bd4ca00c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM55,37,735,3:54:27,+1:30:27
808,568,08160bc49eee70f0d6ab04b8f26e94b8297356162e82834716a7e527,292005aea3133a4ce92308c8867bd3f0abc7f48e25d0d060082f84d6,1f0014cedc1968763842acd6deae53d31840d5935b92ccff015674a2,ita,SM50,122,736,3:54:30,+1:30:30
809,1369,32f748d9c459ea0d0e9ef61a24bf35b7b49d985f2c001a5c59f04f92,d813d5ed823f12e5b899b375c9f27dfa73d64cab0517461af5c05884,c8f55ee37db344daa41fcd36686691cedd39117beaba6090e218920c,ita,SM60,12,737,3:54:32,+1:30:32
810,1095,0162beeabfed8666539089d4176aac5050f0b6c684a39a35907e093c,0278b023eca69048d9dd38cd3c6a1a8aecd8932f9002180610e76b33,d57b8c1797c31be679c5359ccdf76d27cfaf02e995116ce7f1bf9bf6,ita,SF,17,73,3:54:33,+1:30:33
811,1052,8dec958af02c84eb192edc80012f4efff07e30b441bba5785f3a182b,bd42ce245d4bdc1a4672fec9aa1ff682297b20b37fb34b56740e2b97,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SF,18,74,3:54:34,+1:30:34
812,879,9b675b5d69d244a69a836b6db375b6ad18ce7c23200c3a320e5ee219,db3977b6103111a6c5110a6a1b7fcb51c91d905cac4271db3bed6f10,5f276f8abdf267326772ca431d6e5664bdca96e9e5753cfcfec53486,ita,SM35,129,738,3:54:34,+1:30:34
814,1239,f77266707c5f8d94bf590cf51f34d32416bae634276f97f8f9d153e3,8290bb22e95484b4db489801fbbcb8f5b700654b30985e9e9bb2ac35,681699da4bc273af2139ff05eef330e8ba4e9648556d43ece5414fde,ita,SF50,3,75,3:54:40,+1:30:40
813,653,c7e569ec22eb52c31fb382b17914c1841791e5c0ee990957600bc463,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,93,739,3:54:40,+1:30:40
815,536,bd25c9f091d47c87ef2843d87db1987ce52ebf4bf903b17d6ea3e53b,bd1be9185fb0431b752adc781f263334e674c4383fe4d9c48e99ae7f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM35,130,740,3:54:47,+1:30:47
816,757,ab98b24c7776d9119eac13a86fa4a3f6fe00eb1231004e0e8986920e,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,870ea6bfe0561061c48170a42a8c72e82988d92e1d55659a890aadbe,ita,SM50,123,741,3:54:50,+1:30:50
817,1627,508b03f7e1f9af3a23528cde46704876eb9466783393dc30af03e24a,d9fc7bcc5befba2d22dceb629900b9fd6748c8baa1db4443e0b64ef6,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,pol,SM55,38,742,3:55:03,+1:31:03
818,1551,f39917064159381ef0f53d0f00bfc038c146d9f0e8b275be7fc0ff57,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM45,172,743,3:55:06,+1:31:06
819,543,3e2c94e5b5a141baf2212ef14d16c61b64b68950b690dde324df2e76,e7abb79a69eaa9546ef5f44adcc9c7deba4fb56120224a1c7b652fae,94327d26089d6e8a907a93fd150d50417a1fa17213d6f6453eb96713,ita,SM40,165,744,3:55:09,+1:31:09
820,546,e354470cf9a1aead9ae463220697959043b7499f415969efea03f0ae,bd9d9a6388520da816d499cc8ff74530fff44321c78a71f51b5330e6,94327d26089d6e8a907a93fd150d50417a1fa17213d6f6453eb96713,ita,SM45,173,745,3:55:09,+1:31:09
821,929,a0be6c78a7c4f77a3b1be8ebd9a40dc7485ce24fd71b8aae86ad1d62,3f8cd2f562d65398f09554de3a0abd589ddd6f047ed7283eaa0b4eb2,25539d98424f339a5238331a4e3f269915c670acd6a4e26898ea6213,mex,SM40,166,746,3:55:20,+1:31:20
822,664,b5ba84d3ba2416b82d86aae95d5655a0c16c1ae04c314ac6741cc23d,3cbfed29f6a29791296f0963ea16360f1182a796946b09c087cefc7e,c516c70e544a24cae1dba7088d59abc6819e32ba13d24699b53974bb,ita,SM60,13,747,3:55:23,+1:31:23
823,888,1c7cd6420bd4b13c44886dec67bf2ebb6e3c5cd97444a0d5c61ce291,04d4dbdc83a8259199866cf9ddaf46ffa1ee95407ae516a17eb274e8,fcb2eb506712e3249ffcf6563573db62944af9068bf282eb8b8329e5,ita,SM35,131,748,3:55:23,+1:31:23
824,724,e25f550b852451c659af6b9c1bc5cfb19fe77b4bf2a79cb3926671e8,607b620a62e4bdea29ee6921dddeed38bae8900d285b21f567247375,05a3709cc0e683757eae990c56c7611eefe5993dd6621d466a69ed65,ita,SM35,132,749,3:55:25,+1:31:25
825,342,86ef1ed16c1d868be1a949973fddf0cc84be753727703139d6933cc2,94a2c370297aaf10f929dc6e99845a07f03c5ebf92dd049c0e923ee2,05a3709cc0e683757eae990c56c7611eefe5993dd6621d466a69ed65,ita,SM55,39,750,3:55:25,+1:31:25
826,787,1158e6412375d6625b2dad543d19fc07280d739e2a1e3291bee8c5e9,775eff0a07b05397471d2fcb951baacbcc4440b198f1f3cdce14f4e3,b624912d30e54922a8ce8a3894bbd7521cbbe5edcfc6f54bfae3fb80,ita,SM45,174,751,3:55:29,+1:31:29
827,1081,9dcc880eac992fad40777919de08fab81644dfb36460afbda1d5fe7b,55ec52fe03dd3dddb7e9962d5b4ca74237f064e595e39a1046764590,1f0014cedc1968763842acd6deae53d31840d5935b92ccff015674a2,ita,SF45,17,76,3:55:32,+1:31:32
828,647,a42da5ecc2b965dee4c7019d469c7d2cf1ab9a58bc37fe83ee37aa05,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,e26dda0a4ec8b7b59da6cf7bd254522f176928d6920822350b2ae15e,ita,SM45,175,752,3:55:35,+1:31:35
829,967,5bb0b4a848ccbd3f500b583dbe162d499f848af7f066f733baa5d3db,e7951cf196f319d2a0209286650b926dd5f3a5d3f7419653ac2df50d,9abf4da10cc4c307d05248df91e51cc037949f1fdf6d396b8e791806,ita,SM,94,753,3:55:36,+1:31:36
830,416,7dbaf0e32d7fa26b938df3bfe2425c0baefaf0bdd6b6ef4e07e97ba0,74762fc67f53b0bd09d278c7f9abfbe48be049b31e448404da3e67b2,1c263079b696f6f321e45af43588de3aeeba48ddc0c4541380b1c5b6,ita,SM,95,754,3:55:36,+1:31:36
831,1324,2e3ef6d3c3a04a24e99b33509728999226cc6fc501be4bffdbd9eea6,2ffc1dafefdcedcfd2609b838a1e49ef46fb9fbfd59e42535f9419fe,c34bba3e885968ccf367e49a783f7c235d7528bb83bf3916592c6688,ita,SM50,124,755,3:55:39,+1:31:39
832,1675,0222b3cf1b28c17bdd40c8ad89eaf9e421d35f0c1a01114c0790b934,b264c8089d549d2c456216f244dda6b1da6b6a16bf63d6b0531ebefe,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM50,125,756,3:55:39,+1:31:39
833,1057,5a476e7005ba9f3c1d4438dc32cc01aaf8f16b75e36e657061572c82,51ba15931963d5abdbe4fe2e29626ea5e88ed4cb078f5336c3a5f320,e2dd133a06c923029b52a43bc634101dbe78d30c7fb43c1f736941ad,gbr,SF45,18,77,3:55:40,+1:31:40
834,100,5a476e7005ba9f3c1d4438dc32cc01aaf8f16b75e36e657061572c82,aa87d0f215c3587bc288bf56f33ad7b7dce3bf653bf6f01e345f2a0d,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM45,176,757,3:55:41,+1:31:41
835,880,874bce2d56dc47f43c3c597dc11a57e5fb50b08636d05389aa6ca3b1,27f30981408819f72daeadb8935590e142a47621a2200f7294a458c8,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,bel,SM40,167,758,3:55:45,+1:31:45
836,817,6841b4fe3776fdfa9368ed1ae370c2038cd8eb8a4906cc151894340f,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,7fdaca8705c49b81c3c1f269252e8083ecf278a8410d282332ac652c,ita,SM50,126,759,3:55:51,+1:31:51
837,1290,972cb4da10798ed938d81e13dbf781cb68cf253ed4a3f6cd31c4168c,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,61ab8566c825aafa4359a7444e1cebb7486dfdea44f28661f67be405,ita,SM45,177,760,3:56:04,+1:32:04
838,1494,08795dc148c83bfbbad2c540aa36f00c5f50298fe6c78baf5ee3077e,0be28d8eac6cb7eb204825b0f0c6e4150c774a53fd7f5daa7838c6ec,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,per,SM40,168,761,3:56:05,+1:32:05
839,867,556d8903ce9957c4b9bd042e8a02496cce2c4c2010e898cb8ff7f3cf,d4bf3293b07767c458c65379e034a5b5d6baeec0bd04ffad779951f6,a16728383584054c3a9e358000b498bacf74cbab27ef70e9d35e00e5,ita,SM40,169,762,3:56:06,+1:32:06
840,711,6ec932f1e7960840bf67a1442315e717aa3116a7bb9f295d061f9504,607b620a62e4bdea29ee6921dddeed38bae8900d285b21f567247375,9abf4da10cc4c307d05248df91e51cc037949f1fdf6d396b8e791806,ita,SM45,178,763,3:56:07,+1:32:07
841,783,0fc8ef01a8355f43cc71ddf752bc032789f9cbb7db2412fa2bdfb6f6,c083e5752605909b39e49f5957d14a8ba086738396101ac5a3733d00,8cc35e33bd30de8aa73b8028a11f661c1d1e7549f45d538de1093ec7,ita,SM45,179,764,3:56:08,+1:32:08
842,1120,ba42c5f51955f9df04197014c321c20cb878287b18330b952f533323,46d068e077cec7a386b6737fb2095c161a3cec3dfe15b4748cc7980d,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SF40,18,78,3:56:10,+1:32:10
843,1086,c4f00e26f292e4a6b2da008c21ca38cf4c3562a80bf9d4421db9ce63,c7c16953b2ba0c58eb2f1a22f010aaee79fef80dbeac3c6a3252ea58,d128f4db5570b405c58e6272bb9c5b5f3b1cae7c50eac88a57f1bc66,ita,SF45,19,79,3:56:13,+1:32:13
844,781,9e7554816117b5035f3432e4096bedfc40364e4ea8f3452b6293d09d,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,1d8126620fde32b926dd140756a9c121232844a4abc6e276698b75cb,ita,SM55,40,765,3:56:14,+1:32:14
845,1381,03294986840689c516280d7b5bcd6464ec1cf71be19273a7ee340523,59118ed4adf6ad4cf0b98d55e156dfb64bb46943ee256f1a8dba2cc3,e1ca67d5532774cd99de8e1c8bc3820e5c639b0554a2b828ffa47993,ita,SM60,14,766,3:56:29,+1:32:29
846,795,408b903a899a4189c9a85638d6402c49a90d166cbd6d74e693a0bb72,a8f024f9a656fa27ba3c7119ef63364e754864f53d94b79eeee43caf,8ab63564037fb786a7738955816be3d1b2b2c87859484a6f6d32b864,ita,SM50,127,767,3:56:30,+1:32:30
847,862,70ee80a93842e6933e5dcf31ee683efcdbe8d072b2bc5fab40bd6bbb,960ff6c5acc21b4d1f1a099780d4794bea8695958bef5b65322b8aa6,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,180,768,3:56:30,+1:32:30
848,397,e176d56a52088a7515564784af6c5f4de8f811390542dd51929b70c1,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,13e70cc94bf4e317be37a67bc2ba594f7dc6bf885bbfff67adc4a62b,ita,SM45,181,769,3:56:34,+1:32:34
849,257,cce0e7729a520a6ac4bda047bcc63c83972f3596d0ef53ab6b3b53d4,2b00b7d7dcfe8d07182ea7aa2173db38ed4a0e4652d29136d2fde2e5,4829239bc7ef37be417b2453475b71229dc2a674872af2bd8bd18d33,esp,SM35,133,770,3:56:36,+1:32:36
850,776,a0fcdbd91d7f6666ee8448112ec165cf57a5ae5ed5622b9dfdc5b587,dac7487d628cb29c83ff3c5aaa79abcfacea785dcc5f8e35f7058a76,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,128,771,3:56:38,+1:32:38
851,1473,84ec9bfb2a5129dea2cd499325e19f6643d3da4d90e93972b4894104,dbdd088e47865ec47a92871f863304feef64abcde6d16466709e6af0,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rus,SM,96,772,3:56:40,+1:32:40
852,1602,8850df715514fdb0dd64b2a8cad8c64dcad50ecf88f9d873132237f8,996337f421483a15babaac87a3440bd9f8e87df893f3862016b1f98a,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM60,15,773,3:56:45,+1:32:45
853,345,83133514dba1f90b804b54977b7e603335dda2de06e935c8c41efe05,f33a9722d55d1a175f6917e7b5cfe55090130e1787fd09b2c16c8941,bf9693e2dc9e897d5991826549aa0ca36cfcd3a8911814c82a8f9a6b,ita,SM35,134,774,3:56:50,+1:32:50
854,1027,4e871c995fbc0faf291e8b37f75401939e06b6d9a0b24e3e9fc5dc6d,26f94ee73a794da7015e17e045e1fe1e5e51ff3898e6ca9cdaa98124,d128f4db5570b405c58e6272bb9c5b5f3b1cae7c50eac88a57f1bc66,ita,SF35,17,80,3:56:51,+1:32:51
855,1099,89f1ceed6b4cbe5ed35b5e9ef48b83152bd16cbe88c1a9bd7ebe1fc9,8fd01e7a131c731e3d410424a372565044797dc4d16f9092b5baf08f,d128f4db5570b405c58e6272bb9c5b5f3b1cae7c50eac88a57f1bc66,ita,SF40,19,81,3:56:53,+1:32:53
856,672,10aa134f0dbeb2065d5feb884e42716a918da35947fba1e404659a5d,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,170,775,3:57:07,+1:33:08
857,525,23d36f04a4d369a675d44c6c4d2d134f7bc727521dfa41c18ea6174e,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,b7774af5f562355065ec82daf311d3d8a19961a0a9aea3a41786b4cb,ita,SM35,135,776,3:57:12,+1:33:12
858,820,99fdac001e5da3e57bd7353174fcd5e7618dd96c4fc55eb3e5eef5b4,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,171,777,3:57:15,+1:33:15
859,499,8f012c5f81ff2d1f7e19b81f15c1deda1c53661590c9c62b7108fe4e,b862d1e3444df4b5c85cb80cbc0eae372d231cf26dfd17a2f46afbc4,df5e10546c6ab17cc9f1ccbea8964834dc8d94bce8a6283e19328191,ita,SM60,16,778,3:57:18,+1:33:18
861,1075,2cd1b8c6a17b64b21f4977b3954e6b5edff5dbf2f499c2e22fcc305a,91e68867a7aab7971fcc98b930e0e478339bec312596fc0e2a066454,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SF45,20,82,3:57:21,+1:33:21
860,683,7f5dde14aecb26bc1e538d6f5606e006a2ddb723171bfb411faf17c2,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM55,41,779,3:57:21,+1:33:21
862,1118,57aadfe64cc2f5eadc866d503b7d483749371a75998e20407508a8c3,d96ce467bae4cf36ab418fea711f6e7ebb208b20f6c95ea6f50c4d56,8ab0b60ab00d642aab411292826c7aa239a81f514efda433771c5892,gbr,SF,19,83,3:57:22,+1:33:22
863,1294,94cd62af72ec2db3666fcc732f68f5db5d6394596a4c1c8eb822c34b,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,33fecd310b40cee8ad9b46e0625e89061c578bc2ef5cc35d8bec5b9f,ita,SM35,136,780,3:57:30,+1:33:30
864,761,6fdefd225a6430856532caa78f189e8575ee134532fdb2f7e2a9eb7e,e7951cf196f319d2a0209286650b926dd5f3a5d3f7419653ac2df50d,b93324940132a5301e0a9e01bd465f32d78bf52ffdf5b4623eb51863,ita,SM45,182,781,3:57:31,+1:33:31
865,1376,9b11f500ffecb6414725c70f6e767020a2c72d2040eaa4c416056742,4637830bb25a69f5be35fd9ea858ecbfb97fc6724c59f77e41410346,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM45,183,782,3:57:31,+1:33:31
866,1063,2519771c396aed85544649041570702d85dbaecbc8ec84819d9fe8ba,f0970e9fb670885f8c862c91e74d1916e5cd2cdbcc03a5990aa525c1,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,hun,SF40,20,84,3:57:35,+1:33:35
